"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"1204","241","8","14","0","95","0","95","0","95","0","95","0","95","0","95","8","14","8","14","0","95","0","95","0","95","0","95","140","133","23","37","0","95","23","37","20","30","17","29","3","8","58","122","38","81","20","41","39","44","38","44","1","2","1056","188","29","48","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","29","48","29","48","0","95","1027","184","999","191","122","107","34","44","88","98","237","130","90","83","147","71","129","75","87","70","42","51","511","156","221","137","290","145","28","29","0","95","0","95","0","95","0","95","0","95","0","95","16","24","16","24","0","95","12","17","12","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502100","Census Tract 5021, Los Angeles County, California"
"1441","254","36","33","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","36","33","36","33","0","95","52","72","39","68","0","95","39","68","12","19","12","19","0","95","1","4","1","4","0","95","0","95","0","95","0","95","1342","235","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1342","235","1082","235","138","102","0","95","138","102","112","75","63","63","49","41","204","89","33","33","171","91","628","164","481","134","147","95","260","137","0","95","0","95","0","95","47","42","17","27","30","35","125","75","104","72","21","23","88","79","57","57","31","52","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","17","11","17","0","95","1400000US06037502200","Census Tract 5022, Los Angeles County, California"
"2032","419","14","22","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","14","22","14","22","0","95","4","9","0","95","0","95","0","95","0","95","0","95","0","95","4","9","4","9","0","95","0","95","0","95","0","95","2014","418","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1975","420","1853","394","312","167","32","52","280","168","237","120","48","48","189","114","447","153","159","78","288","126","857","269","697","246","160","110","122","120","9","20","0","95","9","20","50","53","0","95","50","53","44","46","44","46","0","95","19","55","19","55","0","95","39","48","0","95","0","95","0","95","16","26","16","26","0","95","11","17","0","95","11","17","12","19","12","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502301","Census Tract 5023.01, Los Angeles County, California"
"988","220","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","24","30","24","30","0","95","24","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","964","217","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","953","217","880","219","109","75","55","78","54","56","359","187","0","95","359","187","194","72","83","56","111","60","218","113","152","88","66","73","73","45","12","21","0","95","12","21","0","95","0","95","0","95","51","38","22","28","29","30","10","17","10","17","0","95","11","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","11","18","11","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502302","Census Tract 5023.02, Los Angeles County, California"
"1209","358","13","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","13","19","13","19","0","95","13","19","0","95","0","95","0","95","13","19","0","95","13","19","0","95","0","95","0","95","0","95","0","95","0","95","1167","356","16","19","0","95","0","95","0","95","0","95","0","95","0","95","10","16","0","95","10","16","6","10","6","10","0","95","1102","361","1014","352","51","44","22","25","29","36","213","251","39","34","174","245","283","193","112","82","171","176","467","173","315","122","152","125","88","67","0","95","0","95","0","95","24","33","10","15","14","19","52","59","27","35","25","32","12","19","12","19","0","95","49","62","0","95","0","95","0","95","0","95","0","95","0","95","10","17","10","17","0","95","39","58","0","95","39","58","16","107","0","95","0","95","0","95","16","107","16","107","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502401","Census Tract 5024.01, Los Angeles County, California"
"1155","283","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1155","283","15","26","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","15","26","15","26","0","95","1140","286","1016","287","127","114","0","95","127","114","425","212","110","75","315","195","61","36","37","31","24","19","403","123","384","122","19","22","124","95","0","95","0","95","0","95","10","15","10","15","0","95","40","39","26","31","14","23","74","75","74","75","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502402","Census Tract 5024.02, Los Angeles County, California"
"1540","297","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","92","77","15","22","0","95","15","22","28","32","28","32","0","95","45","39","45","39","0","95","4","8","4","8","0","95","1395","273","17","19","0","95","0","95","0","95","17","19","0","95","17","19","0","95","0","95","0","95","0","95","0","95","0","95","1286","266","1026","274","30","30","6","13","24","27","250","189","11","18","239","186","282","123","111","68","171","82","464","147","298","114","166","94","260","169","41","62","4","8","37","61","40","52","0","95","40","52","44","50","44","50","0","95","135","121","135","121","0","95","92","79","15","24","0","95","15","24","31","39","9","16","22","36","18","28","18","28","0","95","28","33","10","16","18","29","53","76","0","95","0","95","0","95","53","76","40","60","13","17","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502500","Census Tract 5025, Los Angeles County, California"
"1899","402","39","35","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","39","35","22","25","17","26","73","72","11","17","0","95","11","17","0","95","0","95","0","95","5","9","5","9","0","95","57","60","17","25","40","43","1748","398","36","39","0","95","0","95","0","95","0","95","0","95","0","95","36","39","21","32","15","21","0","95","0","95","0","95","1646","383","1452","378","103","86","34","52","69","71","338","212","39","32","299","208","443","209","145","79","298","145","568","162","366","149","202","110","194","108","39","34","6","11","33","32","37","31","0","95","37","31","78","53","65","52","13","20","40","35","40","35","0","95","66","103","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","66","103","0","95","66","103","39","44","1","3","0","95","1","3","0","95","0","95","0","95","0","95","0","95","0","95","38","44","0","95","38","44","1400000US06037502601","Census Tract 5026.01, Los Angeles County, California"
"1751","400","10","15","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","10","15","0","95","10","15","117","100","52","57","30","52","22","25","13","21","13","21","0","95","9","15","9","15","0","95","43","50","43","50","0","95","1615","376","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1520","356","1321","365","371","193","50","53","321","184","198","137","26","42","172","127","296","172","163","122","133","106","456","149","397","142","59","49","199","176","13","23","0","95","13","23","108","150","101","149","7","14","40","40","32","27","8","23","38","38","38","38","0","95","95","90","61","81","12","20","49","78","0","95","0","95","0","95","8","13","8","13","0","95","26","28","26","28","0","95","9","16","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","16","9","16","0","95","1400000US06037502602","Census Tract 5026.02, Los Angeles County, California"
"1100","259","7","13","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","7","13","7","13","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1093","259","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1059","255","1021","257","20","32","20","32","0","95","81","70","26","28","55","60","198","83","129","77","69","45","722","211","500","174","222","102","38","43","0","95","0","95","0","95","4","7","0","95","4","7","7","17","4","8","3","9","27","38","27","38","0","95","34","40","0","95","0","95","0","95","23","27","6","10","17","20","11","17","0","95","11","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502700","Census Tract 5027, Los Angeles County, California"
"1272","449","11","17","0","95","0","95","0","95","0","95","0","95","0","95","11","17","11","17","0","95","0","95","0","95","0","95","52","45","5","10","0","95","5","10","8","13","1","2","7","13","20","27","20","27","0","95","19","27","19","27","0","95","1197","445","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1055","427","963","427","168","172","0","95","168","172","170","175","0","95","170","175","287","188","112","112","175","110","338","124","278","116","60","50","92","93","0","95","0","95","0","95","0","95","0","95","0","95","7","13","7","13","0","95","85","92","85","92","0","95","142","125","44","49","25","39","19","30","38","61","0","95","38","61","41","56","41","56","0","95","19","31","19","31","0","95","12","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","12","18","12","18","0","95","1400000US06037502801","Census Tract 5028.01, Los Angeles County, California"
"460","167","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","138","97","3","5","2","4","1","4","53","61","36","58","17","18","40","55","34","53","6","12","42","40","13","22","29","33","276","133","10","18","0","95","0","95","0","95","10","18","10","18","0","95","0","95","0","95","0","95","0","95","0","95","0","95","266","131","237","120","23","37","0","95","23","37","23","29","0","95","23","29","65","63","11","26","54","58","126","85","95","76","31","33","29","31","0","95","0","95","0","95","28","31","0","95","28","31","1","2","0","95","1","2","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","46","59","0","95","0","95","0","95","0","95","0","95","0","95","40","59","39","58","1","2","6","11","6","11","0","95","1400000US06037502802","Census Tract 5028.02, Los Angeles County, California"
"2009","450","28","26","11","17","0","95","11","17","0","95","0","95","0","95","0","95","0","95","0","95","17","20","7","11","10","16","450","288","0","95","0","95","0","95","244","199","44","42","200","186","126","83","83","43","43","67","80","56","71","54","9","14","1496","384","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1363","388","1105","384","42","67","0","95","42","67","166","133","30","39","136","127","398","307","122","83","276","251","499","154","257","113","242","140","258","174","10","17","10","17","0","95","13","20","0","95","13","20","120","110","84","100","36","57","115","132","115","132","0","95","133","92","72","59","0","95","72","59","15","24","0","95","15","24","0","95","0","95","0","95","46","25","46","25","0","95","35","49","0","95","0","95","0","95","0","95","0","95","0","95","29","48","29","48","0","95","6","9","6","9","0","95","1400000US06037502901","Census Tract 5029.01, Los Angeles County, California"
"1393","386","3","5","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","3","5","3","5","0","95","94","92","0","95","0","95","0","95","56","79","44","61","12","18","0","95","0","95","0","95","38","59","38","59","0","95","1296","382","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1251","376","1178","383","297","171","9","14","288","172","357","190","41","37","316","180","268","136","92","54","176","114","256","142","120","95","136","72","73","74","0","95","0","95","0","95","4","9","0","95","4","9","14","25","0","95","14","25","55","66","55","66","0","95","45","53","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","45","53","45","53","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037502902","Census Tract 5029.02, Los Angeles County, California"
"2075","385","11","17","0","95","0","95","0","95","0","95","0","95","0","95","11","17","11","17","0","95","0","95","0","95","0","95","11","17","0","95","0","95","0","95","0","95","0","95","0","95","11","17","11","17","0","95","0","95","0","95","0","95","2053","381","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","2001","380","1719","374","203","182","0","95","203","182","474","197","45","39","429","193","423","152","128","74","295","139","619","206","279","135","340","167","282","209","41","65","0","95","41","65","88","103","0","95","88","103","153","143","106","97","47","58","0","95","0","95","0","95","52","60","0","95","0","95","0","95","13","20","13","20","0","95","39","46","39","46","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503000","Census Tract 5030, Los Angeles County, California"
"1901","484","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","145","101","53","61","20","33","33","42","63","66","63","66","0","95","29","46","29","46","0","95","0","95","0","95","0","95","1748","489","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1679","477","1590","421","287","170","55","50","232","158","333","121","77","49","256","129","410","186","155","84","255","120","560","166","443","157","117","66","89","137","0","95","0","95","0","95","0","95","0","95","0","95","89","137","74","114","15","24","0","95","0","95","0","95","69","109","38","60","0","95","38","60","31","50","0","95","31","50","0","95","0","95","0","95","0","95","0","95","0","95","8","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8","12","0","95","8","12","1400000US06037503103","Census Tract 5031.03, Los Angeles County, California"
"1011","281","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","978","287","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","978","287","866","263","314","217","25","38","289","227","167","107","24","26","143","108","124","69","20","22","104","65","261","132","219","127","42","39","112","128","0","95","0","95","0","95","0","95","0","95","0","95","100","127","0","95","100","127","12","21","12","21","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","33","29","0","95","0","95","0","95","24","30","24","30","0","95","9","16","9","16","0","95","0","95","0","95","0","95","1400000US06037503104","Census Tract 5031.04, Los Angeles County, California"
"1440","460","50","37","0","95","0","95","0","95","13","20","13","20","0","95","11","18","0","95","11","18","26","32","13","22","13","22","69","64","19","26","0","95","19","26","0","95","0","95","0","95","33","34","33","34","0","95","17","27","17","27","0","95","1305","455","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1144","364","940","372","119","138","0","95","119","138","132","99","32","38","100","84","328","231","38","38","290","231","361","165","131","91","230","135","204","174","0","95","0","95","0","95","11","19","0","95","11","19","163","169","121","111","42","68","30","46","14","23","16","41","161","193","103","178","0","95","103","178","44","72","13","21","31","51","14","23","14","23","0","95","0","95","0","95","0","95","16","27","16","27","0","95","16","27","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503105","Census Tract 5031.05, Los Angeles County, California"
"785","217","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","70","61","0","95","0","95","0","95","0","95","0","95","0","95","54","54","41","50","13","21","16","26","16","26","0","95","715","213","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","697","212","493","233","40","64","0","95","40","64","112","71","44","44","68","71","132","69","83","57","49","57","209","132","168","129","41","62","204","196","0","95","0","95","0","95","82","115","0","95","82","115","29","50","29","50","0","95","93","79","60","65","33","44","18","29","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","18","29","18","29","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503106","Census Tract 5031.06, Los Angeles County, California"
"888","214","35","52","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","35","52","35","52","0","95","75","65","0","95","0","95","0","95","14","22","11","18","3","16","32","46","32","46","0","95","29","28","29","28","0","95","778","197","24","36","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","24","36","24","36","0","95","731","182","661","188","38","41","26","37","12","19","52","41","24","27","28","32","125","88","18","27","107","84","446","144","291","121","155","99","70","63","0","95","0","95","0","95","0","95","0","95","0","95","54","63","29","31","25","35","16","22","16","22","0","95","23","35","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","23","35","23","35","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503201","Census Tract 5032.01, Los Angeles County, California"
"1411","381","12","19","0","95","0","95","0","95","0","95","0","95","0","95","12","19","0","95","12","19","0","95","0","95","0","95","238","192","57","96","0","95","57","96","67","86","67","86","0","95","90","82","73","77","17","28","24","28","24","28","0","95","1091","304","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1091","304","684","202","72","67","0","95","72","67","154","104","15","25","139","103","218","122","105","55","113","95","240","100","180","103","60","41","407","269","40","43","17","27","23","35","83","93","0","95","83","93","223","222","58","57","165","216","61","83","61","83","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","70","73","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","70","73","58","71","12","18","1400000US06037503202","Census Tract 5032.02, Los Angeles County, California"
"305","117","20","26","0","95","0","95","0","95","12","21","12","21","0","95","0","95","0","95","0","95","8","13","8","13","0","95","58","79","0","95","0","95","0","95","0","95","0","95","0","95","16","25","16","25","0","95","42","73","0","95","42","73","227","92","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","227","92","178","78","0","95","0","95","0","95","15","27","15","27","0","95","80","72","46","52","34","46","83","49","56","47","27","34","49","51","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","49","51","15","26","34","48","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503301","Census Tract 5033.01, Los Angeles County, California"
"1438","343","16","19","0","95","0","95","0","95","6","10","6","10","0","95","0","95","0","95","0","95","10","16","0","95","10","16","358","205","218","188","0","95","218","188","32","29","21","23","11","18","85","56","56","37","29","24","23","34","23","34","0","95","1061","318","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1061","318","949","269","152","146","17","25","135","144","264","164","68","59","196","150","316","160","48","41","268","156","217","96","134","77","83","65","112","151","0","95","0","95","0","95","12","19","12","19","0","95","66","98","66","98","0","95","34","51","34","51","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","3","8","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","3","8","0","95","3","8","1400000US06037503302","Census Tract 5033.02, Los Angeles County, California"
"614","249","118","112","12","21","12","21","0","95","47","76","47","76","0","95","0","95","0","95","0","95","59","58","44","49","15","23","97","82","14","23","14","23","0","95","45","56","45","56","0","95","0","95","0","95","0","95","38","39","23","29","15","25","367","202","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","311","180","292","174","45","70","0","95","45","70","53","68","0","95","53","68","62","66","24","30","38","59","132","106","96","87","36","56","19","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","19","30","19","30","0","95","56","74","9","16","0","95","9","16","47","73","20","31","27","42","0","95","0","95","0","95","0","95","0","95","0","95","32","36","0","95","0","95","0","95","20","31","20","31","0","95","0","95","0","95","0","95","12","19","12","19","0","95","1400000US06037503401","Census Tract 5034.01, Los Angeles County, California"
"465","178","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","129","89","11","17","0","95","11","17","31","47","31","47","0","95","72","71","70","70","2","9","15","21","15","21","0","95","175","80","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","175","80","140","74","0","95","0","95","0","95","7","17","0","95","7","17","65","51","28","28","37","43","68","42","51","34","17","26","35","33","0","95","0","95","0","95","0","95","0","95","0","95","8","13","8","13","0","95","27","24","27","24","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","161","142","1","2","0","95","1","2","0","95","0","95","0","95","147","140","63","91","84","110","13","20","0","95","13","20","1400000US06037503402","Census Tract 5034.02, Los Angeles County, California"
"1305","383","29","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","29","30","16","22","13","21","86","69","12","20","0","95","12","20","38","35","0","95","38","35","13","19","13","19","0","95","23","28","23","28","0","95","1159","362","36","44","0","95","0","95","0","95","0","95","0","95","0","95","26","41","0","95","26","41","10","16","10","16","0","95","1079","355","950","361","397","313","0","95","397","313","213","140","36","43","177","141","147","84","129","80","18","19","193","116","153","108","40","52","129","92","0","95","0","95","0","95","8","12","0","95","8","12","91","84","55","59","36","59","30","32","29","29","1","7","44","49","0","95","0","95","0","95","0","95","0","95","0","95","22","35","0","95","22","35","22","32","22","32","0","95","31","43","31","43","0","95","31","43","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503501","Census Tract 5035.01, Los Angeles County, California"
"530","174","5","10","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","5","10","0","95","5","10","84","58","15","17","0","95","15","17","40","46","26","44","14","16","29","40","18","24","11","15","0","95","0","95","0","95","397","154","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","397","154","393","155","67","85","0","95","67","85","21","22","8","12","13","19","98","70","0","95","98","70","207","114","170","96","37","49","4","10","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","4","10","4","10","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","44","71","0","95","0","95","0","95","0","95","0","95","0","95","44","71","44","71","0","95","0","95","0","95","0","95","1400000US06037503502","Census Tract 5035.02, Los Angeles County, California"
"765","202","61","75","0","95","0","95","0","95","3","7","0","95","3","7","44","73","44","73","0","95","14","15","14","15","0","95","227","81","114","82","7","14","107","82","23","26","10","15","13","20","52","42","29","29","23","35","38","33","26","27","12","19","436","150","2","4","2","4","2","4","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","393","146","369","145","52","51","0","95","52","51","23","29","23","29","0","95","86","41","69","41","17","19","208","66","144","59","64","46","24","36","0","95","0","95","0","95","0","95","0","95","0","95","22","36","22","36","0","95","2","5","0","95","2","5","41","37","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","41","37","41","37","0","95","41","49","29","46","0","95","29","46","0","95","0","95","0","95","0","95","0","95","0","95","12","18","12","18","0","95","1400000US06037503601","Census Tract 5036.01, Los Angeles County, California"
"575","177","49","49","0","95","0","95","0","95","13","21","13","21","0","95","0","95","0","95","0","95","36","33","23","26","13","21","242","104","45","43","0","95","45","43","46","31","46","31","0","95","43","39","43","39","0","95","108","83","92","68","16","24","284","132","9","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","14","9","14","0","95","245","126","197","121","46","86","0","95","46","86","0","95","0","95","0","95","52","80","52","80","0","95","99","66","93","64","6","10","48","64","5","11","5","11","0","95","0","95","0","95","0","95","18","30","18","30","0","95","25","33","25","33","0","95","30","31","0","95","0","95","0","95","8","15","0","95","8","15","12","20","12","20","0","95","10","19","10","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037503602","Census Tract 5036.02, Los Angeles County, California"
"751","224","86","51","0","95","0","95","0","95","12","19","12","19","0","95","0","95","0","95","0","95","74","44","74","44","0","95","90","64","17","20","0","95","17","20","11","20","11","20","0","95","9","16","9","16","0","95","53","33","45","31","8","15","556","215","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","483","200","385","171","55","45","0","95","55","45","50","43","0","95","50","43","136","131","28","36","108","125","144","104","116","73","28","39","98","117","52","80","16","24","36","56","0","95","0","95","0","95","0","95","0","95","0","95","46","54","46","54","0","95","73","65","15","24","0","95","15","24","21","28","0","95","21","28","15","24","15","24","0","95","22","36","22","36","0","95","19","32","0","95","0","95","0","95","0","95","0","95","0","95","19","32","19","32","0","95","0","95","0","95","0","95","1400000US06037503701","Census Tract 5037.01, Los Angeles County, California"
